name,min price,max price,avg price
गोलभेडा ठूलो(नेपाली), ४०.००, ५०.००, ४५.००
गोलभेडा ठूलो(भारतीय), ४०.००, ५०.००, ४५.००
गोलभेडा सानो(लोकल), ३०.००, ४०.००, ३५.००
गोलभेडा सानो(टनेल), ५०.००, ६०.००, ५५.००
गोलभेडा सानो(भारतीय), ४०.००, ५०.००, ४५.००
गोलभेडा सानो(तराई), ४०.००, ५०.००, ४५.००
आलु रातो, २३.००, २५.००, २४.००
आलु रातो(भारतीय), २०.००, २२.००, २१.००
आलु सेतो, १८.००, २०.००, १९.००
प्याज सुकेको (भारतीय), ३३.००, ३५.००, ३४.००
गाजर(लोकल), ३०.००, ४०.००, ३५.००
गाजर(तराई), २०.००, २५.००, २२.३३
बन्दा(लोकल), १०.००, १५.००, १२.३३
बन्दा(तराई), १०.००, १५.००, १२.३३
बन्दा(नरिवल), १०.००, १५.००, १२.३३
काउली स्थानिय, ५०.००, ६०.००, ५५.००
स्थानीय काउली(ज्यापु), ६०.००, ७०.००, ६५.००
मूला रातो, ५०.००, ६०.००, ५५.००
मूला सेतो(लोकल), ४०.००, ४५.००, ४२.३३
सेतो मूला(हाइब्रीड), ४५.००, ५०.००, ४७.६७
भन्टा लाम्चो, ५०.००, ६०.००, ५५.००
भन्टा डल्लो, ५०.००, ६०.००, ५५.००
बोडी(तने), ७०.००, ८०.००, ७५.००
मटरकोशा, ९०.००, १००.००, ९५.००
घिउ सिमी(लोकल), १००.००, १२०.००, ११०.००
घिउ सिमी(हाइब्रीड), ११०.००, १२०.००, ११५.००
घिउ सिमी(राजमा), ११०.००, १२०.००, ११५.००
टाटे सिमी, ६०.००, ७०.००, ६५.००
तितो करेला, ११०.००, १२०.००, ११५.००
लौका, ५०.००, ६०.००, ५५.००
परवर(लोकल), १००.००, ११०.००, १०५.००
परवर(तराई), १००.००, ११०.००, १०५.००
घिरौला, ११०.००, १२०.००, ११५.००
फर्सी पाकेको, ४०.००, ५०.००, ४५.००
फर्सी हरियो(लाम्चो), ४०.००, ५०.००, ४५.००
हरियो फर्सी(डल्लो), ४०.००, ५०.००, ४५.००
सलगम, ६०.००, ७०.००, ६५.००
भिण्डी, १००.००, १२०.००, ११०.००
सखरखण्ड, ६०.००, ७०.००, ६५.००
बरेला, ६०.००, ७०.००, ६५.००
पिंडालू, ४०.००, ५०.००, ४५.००
स्कूस, ५०.००, ६०.००, ५५.००
रायो साग, ६०.००, ७०.००, ६५.००
पालूगो साग, ११०.००, १२०.००, ११५.००
चमसूरको साग, ११०.००, १२०.००, ११५.००
तोरीको साग, ३०.००, ४०.००, ३५.००
मेथीको साग, ११०.००, १२०.००, ११५.००
प्याज हरियो, ५०.००, ६०.००, ५५.००
बकूला, ६०.००, ७०.००, ६५.००
तरुल, ६०.००, ७०.००, ६५.००
च्याउ(कन्य), १५०.००, १८०.००, १६६.६७
च्याउ(डल्ले), २५०.००, २८०.००, २६३.३३
कुरीलो, ४००.००, ४५०.००, ४२५.००
न्यूरो, ९०.००, १००.००, ९५.००
ब्रोकाउली, ९०.००, १००.००, ९५.००
चुकुन्दर, ७०.००, ८०.००, ७५.००
सजिवन, १००.००, १२०.००, ११०.००
कोइरालो, २००.००, २५०.००, २२३.३३
रातो बन्दा, ६०.००, ७०.००, ६५.००
जिरीको साग, ४०.००, ५०.००, ४५.००
ग्याठ कोबी, ५०.००, ६०.००, ५५.००
सेलरी, १२०.००, १५०.००, १३५.००
पार्सले, २००.००, २२०.००, २१०.००
सौफको साग, ११०.००, १२०.००, ११५.००
पुदीना, १५०.००, २००.००, १७५.००
गान्टे मूला, ६०.००, ७०.००, ६५.००
इमली, १५०.००, १६०.००, १५५.००
तामा, ९०.००, १००.००, ९५.००
तोफु, १२०.००, १३०.००, १२५.००
गुन्दुक, २५०.००, ३००.००, २७५.००
स्याउ(झोले), २००.००, २२०.००, २१०.००
स्याउ(फूजी), २५०.००, ३००.००, २७५.००
केरा, १४०.००, १५०.००, १४५.००
कागती, २६०.००, २८०.००, २७०.००
अनार, २५०.००, ३००.००, २७५.००
अंगुर(हरियो), ११०.००, १५०.००, १३०.००
अंगुर(कालो), १८०.००, २००.००, १९०.००
सुन्तला(भारतीय), १४०.००, १५०.००, १४५.००
तरबुजा(हरियो), ४०.००, ५०.००, ४५.००
मौसम, १५०.००, १८०.००, १६५.००
जुनार, २२०.००, २५०.००, २३५.००
भुई कटहर, १४०.००, १५०.००, १४५.००
काक्रो(लोकल), ४०.००, ५०.००, ४५.००
काक्रो(हाइब्रीड), २०.००, ३०.००, २५.००
रुख कटहर, ८०.००, ९०.००, ८५.००
नासपाती(चाइनिज), २२०.००, २५०.००, २३५.००
मेवा(नेपाली), ७०.००, ८०.००, ७५.००
मेवा(भारतीय), ९०.००, १००.००, ९५.००
किनु, १२०.००, १५०.००, १३५.००
स्ट्रबेरी भुईऐसेलु, २५०.००, ३००.००, २७५.००
किवि, ४००.००, ५००.००, ४५०.००
आभोकाडो, ५००.००, ६००.००, ५५०.००
अमला, ११०.००, १२०.००, ११५.००
अदुवा, ११०.००, १२०.००, ११५.००
खु्र्सानी सुकेको, ४५०.००, ४८०.००, ४६५.००
खु्र्सानी हरियो, ९०.००, १००.००, ९५.००
खुर्सानी हरियो(बुलेट), ९०.००, १००.००, ९५.००
खुर्सानी हरियो(माछे), ११०.००, १२०.००, ११५.००
खुर्सानी हरियो(अकबरे), २५०.००, ३००.००, २७५.००
भेडे खु्र्सानी, ११०.००, १२०.००, ११५.००
लसुन हरियो, ६०.००, ७०.००, ६५.००
हरियो धनिया, ३०.००, ४०.००, ३५.००
लसुन सुकेको चाइनिज, १७०.००, १८०.००, १७५.००
लसुन सुकेको नेपाली, ११०.००, १२०.००, ११५.००
छ्यापी सुकेको, ३२०.००, ३५०.००, ३३५.००
छ्यापी हरियो, ५०.००, ६०.००, ५५.००
ताजा माछा(रहु), ३३०.००, ३६०.००, ३४५.००
ताजा माछा(बचुवा), २६०.००, २८०.००, २७०.००
ताजा माछा(छडी), २६०.००, ३००.००, २८०.००
ताजा माछा(मुंगरी), ३००.००, ३३०.००, ३१५.००
